time,qdot_1,qdot_2,qdot_3,qdot_4,qdot_5,qdot_6
12.3,0.173975370136951,0.00525968965013906,-0.00711315886526739,0.000936003299766535,-0.000952203591286593,1.06593160534167e-10
12.35,0.174854066061554,0.00501304390091708,-0.00680025173875969,0.000940671082413881,-0.000908478873627146,1.79520036682122e-11
12.4,0.175547783091535,0.00481883089989215,-0.00652315994730812,0.000944308277463316,-0.000869740480377649,-8.67354477441367e-12
12.45,0.176001782736989,0.00464116308947136,-0.00628062577535601,0.000946518088065213,-0.000836360863123388,-4.82123750042375e-11
12.5,0.17619437424699,0.00446290260176635,-0.00605027421700362,0.000947179721046321,-0.000804858874377219,-7.14552942698239e-11
12.55,0.176166512363567,0.00430307933955333,-0.00583004712198944,0.00094651196104897,-0.000774676984875813,-6.32421902491158e-11
12.6,0.175912326500119,0.00412201875207495,-0.00558469310343662,0.000944502844457968,-0.000740870487484623,3.48479429181561e-11
12.65,0.175420456543236,0.0039181745469914,-0.00530896512447124,0.000941063886637353,-0.000702717645994239,1.99710429318898e-10
12.7,0.174696423144654,0.00367889072713452,-0.00498517629401333,0.000936203814468756,-0.000657718429074501,-1.01081211391164e-11
12.75,0.173741888591514,0.00339245903737883,-0.0045972986962581,0.000929920836796914,-0.000603594687472026,-3.18958768870268e-11
12.8,0.17255890995,0.00304750799340103,-0.00412990721033942,0.000922207845099923,-0.000538138689199163,-1.40402483090971e-10
12.85,0.171150048411495,0.00263297457112038,-0.00356819838984414,0.000913074237435942,-0.000459212538561852,-2.40803008128383e-11
12.9,0.169518249216667,0.00213840055885395,-0.00289783614564645,0.000902526928036607,-0.000364745106557212,-9.5990554501184e-11
12.95,0.167666842331454,0.00155368753922974,-0.00210532487212051,0.00089058480458492,-0.000252766478056092,1.12426938323583e-10
13,0.165599462239338,0.000869676744876921,-0.0011771275282823,0.000877359023832068,-0.000121276769725549,1.32343722587826e-10
13.05,0.163326563097066,7.65428524290982e-05,-0.000102456228548087,0.000862759299323612,3.13391096341284e-05,-2.17402490963382e-10
13.1,0.160847730025783,-0.000830432951422258,0.00112787145347139,0.000846828491090329,0.000206713466871399,-1.91403832515135e-10
13.15,0.158167476092376,-0.00186183373334396,0.00252728980406335,0.000829631279315114,0.000406225850800256,5.42729483300476e-12
13.2,0.155264935998667,-0.00303278789177752,0.00410415911356718,0.00081133479934545,0.000631524055658718,3.30296573429092e-10
13.25,0.152202951091926,-0.0043291519025277,0.0058646797144155,0.000791879036107197,0.000883629565378202,-2.06925944509592e-10
13.3,0.148941848372514,-0.0057713388356829,0.00781603492924388,0.000771191189717759,0.00116360608537452,2.75060851805147e-10
13.35,0.14549780859569,-0.00736304132224193,0.00996373527662261,0.000749558899218879,0.00147243813356649,1.00805277981677e-10
13.4,0.141880504450871,-0.00909952394357668,0.0123133370335863,0.000726826956062519,0.00181103726104311,-6.90774132369974e-11
13.45,0.138093781430968,-0.0109915867871885,0.0148646332831079,0.000703171700097455,0.00217949832305188,2.19357473338922e-10
13.5,0.134144904114121,-0.0130354991447118,0.017619848401191,0.00067868836073228,0.00257831811516196,1.09620317086274e-10
13.55,0.130031698561132,-0.0152424849862154,0.0205837790299057,0.000653461304761818,0.00300833183206839,-1.15073063554751e-11
13.6,0.125777310806901,-0.0175897230138783,0.0237440497491639,0.00062749890426679,0.00346802454974092,-1.80627279448063e-10
13.65,0.12137068459601,-0.0200968619417725,0.0271071363914729,0.00060088776653468,0.00395838511128635,-1.63267780996571e-10
13.7,0.116826862945381,-0.022750662199656,0.0306615084581329,0.000573687653202935,0.0044779579292432,-1.30763886998217e-10
13.75,0.112145108994898,-0.0255540606084075,0.0344066185101438,0.000545967985390111,0.00502687932056417,6.17752364474987e-11
13.8,0.107334344266369,-0.0284967252833633,0.0383296521253294,0.00051808831712104,0.00560349205729069,1.57323144284283e-10
13.85,0.102397949223071,-0.0315765588493812,0.0424207166610045,0.000489701684587737,0.00620648108072326,1.71623193042959e-10
13.9,0.0973437250522101,-0.0347804173106008,0.0466641916356571,0.000461401103798338,0.00683368294977216,1.91062743933564e-10
13.95,0.0921892807882805,-0.0380626540962029,0.0510162252198808,0.000433107096089393,0.00747831987991223,-3.8928152179063e-11
14,0.0869061826699732,-0.0415871353094405,0.05559431218464,0.000404496631291335,0.00815854956166779,-3.64406485961664e-11
14.05,0.0814480838690041,-0.0451731758713745,0.0602375462956218,0.000375758293788033,0.00885124489478069,-1.26962637369262e-10
14.1,0.0760372506163165,-0.048745640104567,0.0649456443309874,0.000347991101570469,0.00955539969479017,7.77080620241825e-12
14.15,0.070488622869952,-0.0525745353377451,0.0698377192811702,0.000320394821512688,0.0102893908157199,4.59150660295022e-11
14.2,0.0648065005630841,-0.0563620545041514,0.0747213653115357,0.000292783401094048,0.0110246499260141,8.41331157219213e-11
14.25,0.0590599709630185,-0.060266428354666,0.0796972871949963,0.000266092306753984,0.0117759905214116,5.6184084409999e-11
14.3,0.0532339778617839,-0.0642331686426063,0.0847196479612457,0.000240036769710322,0.0125370147801963,-3.30574503543819e-11
14.35,0.0473244230999041,-0.0682299955049885,0.0897429883187572,0.000214439997017199,0.0133009112347216,-7.93536536121025e-11
14.4,0.0413379854497193,-0.0722622165326043,0.0947618507600736,0.000189501665818329,0.0140667658358545,-2.13510439860212e-11
14.45,0.0352774881209248,-0.0763160023015307,0.0997627726459462,0.000165821637221895,0.0148325843295152,-1.58528053594539e-11
14.5,0.0291575542724919,-0.0803688551987824,0.104737859834238,0.000142811822144645,0.015597172787875,-1.70587203632966e-12
14.55,0.0229775587528425,-0.0844258087385072,0.109665706652089,0.000121321597319673,0.0163572551580251,1.10793924266267e-11
14.6,0.0167266367300054,-0.0884878832052972,0.114505343285012,0.000100642675488716,0.0171068296175239,-1.53368732420116e-10
14.65,0.0104146217509104,-0.0925535048555234,0.119257829436978,8.16047516348004e-05,0.0178465064085031,1.16840215404103e-11
14.7,0.00406867476620642,-0.096560400243846,0.123900945412354,6.36971109761679e-05,0.0185723127751071,-1.92255903255849e-10
